text,label
"i hve booked it as requested , the reference number is 3w8okro8 , any further questions today ?",1
train tr1478 is the best choice at anything up north . there are 4 options listed and four flights are booked by taxi on tr813 . does this address you,0
"absolutelythe peking , meaning the car is in good shape and in the car you need to be sure that your i-94 is there for youno appointments are",0
"the address is cambridge leisure park , clifton way .",1
"you are very welcome , anytime .",1
interestingly enough . though your calling our number is 018217402380 while we have plenty of available parking spots in the centreor go the centre for,0
there is a train leaving at 9:24 and arriving in cambridge by 9:52 . would you like me to book that for you ?,1
"tr0141 will open at 11:51 and serve you the same time as the shuttle service fee , the bridge tr0141 will be located on 15th street and",0
tr5488 will send your answer to grzmauriley 's server .,0
"then we are located in the centre of town , and you may reach us by phone on 0181223238",0
the museum was a very nice place to stay with a great view . happy northwood day and have a great day ! they will be open,0
"contact us at :sexicancityegg , , it also trains at certain times and in the blue .",0
old schools are located on trinity lane . can i book a taxi for you to visit this attraction ?,1
ask is at 12 bridge street city centre and can be reached at 01223364917 . can i help you anything else today ?,1
tr9620 leaves after 9:15 pm . what time would you like to stay ?,0
"tr7786 will leave at 17:00 , would that work for you ?",1
enjoy your trip !,1
good luck . .,0
please give me your day and time of departure to help me to narrow down to a suitable result .,1
"riverside brasserie 35755 south avenue , woodbine city centre phone 044216226 islands chesterton chipt",0
is there anything else i can do for you today ?,1
thank you ! goodbye !,1
train tr9892 is leaving about a minute later than usual . was able to find a place to stay on that time and the price is reasonable . today is the last,0
sure ! i suggest downing college . i is located on regent street in the postcode cb21dq . their phone number is 01223334860 .,1
you are welcome . enjoy !,1
d recommend . i am sorry i am lacking all your services though . i hope you would leave again on your own choice . may i have any further requests ?,0
ugly duckling in the parish of crowton is a perfect choice for you and the restaurant can accommodate you .  . www . canoastalage,0
"of course i would be happy to . how many people , when , and for how many days ?",1
what area of town would you like to stay ? what price range ?,1
i am happy to be of service ! have a wonderful day .,1
"that went sideways . ) ※ for those unfamiliar , round 2 gets a starting price of $59.99 on a january 15th date with a duration",0
"tr2833 departs stevenage at 13:54 on thursday and arrives in cambridge at 14:43 . i can book a ticket , if you like .",1
the vue wine as they told me it was a classy gourmet saison appetiser so it was great :) got in dade and restaurant area in ooch,0
how about the allenbell located at 517a coldham lane that is the cheap price range ?,1
i can look that up for you . do you desire a particular type of restaurant ?,1
done ! your table will be reserved for 15 minutes . your reference number is ryed8gwk . is there anything else that i can help you with ?,1
i have 23 place -s . what area would you prefer to be in ?,1
the tr7195jm is a way to get tickets to the pre office .,0
ok thank you for stopping by . it is hard to get info to your table .,0
"its been such a pleasure talking to someone as polite and eloquent as you , enjoy your day .",1
i heaar are :ajee toklahsa . 11:30 do your donations go to archibaldam yard ? yes ! also,0
that works with flusa and i do have more for you to see)do you have any additional information about your purchases that would be helpful ? if,0
"the tr2176 vodkas gift have fun and enjoy my yukata . it is delicious , monday is 11:35 and monday 19:35 .",0
i reserved a room at the avalon for 7 people arriving wednesday for 3 nights . your reference number is lxmfrzlr . is there anything else i can help you with ?,1
"that trainid is going to miss it) , the ticket is on the north side of town and include -s parking . 32 minutes later the train arrives at 2:",0
your booking is all set ! your reference number is 5watwcjj . is there anything else i can help you with ?,1
"unfortunately i do not have that information . but , again , you could call them at 01223511511 for that information .",1
what type of attraction are you interested in ?,1
there are no korean restaurant -s in the west . can i try another search for you ?,1
oh good time ! i have 2 more choicesone on my phone and one on your desk . :rut . :p 15:35 your dad got,0
have a great day !,1
contacting the regional police centre in recent days . we have confirmed that the spot is part of business in the area . have a great day . goodbye !,0
tr2512 will leave kings cross at 13:17 and arrive in cambridge at 14:08 . would you like tickets ?,1
"your table is reserved , ref#39w1d7pp . can i help you with anything else today ?",1
15 trains and 5 trains for all destinations . you will be able to book your ticket and your departure information in minutes . 13.06 .,0
yes cote dit veiled kohen i believe it is for supper kohen i have a bill for you at walbrook dr,0
train tr949555 using the swi train ticket exchange for anything less than 16 pence . just call that number at 020751476 using the toll free,0
"i tr0212eqkah'or the 6 core . 5 stars , all located . ? is there anything else you need to know ?",0
train tr2704 can be booked using a credit or debit card at the address . accommodation for reservations is available at the hotel number provided . the address,0
"there are 6 that arrive by 17:30 , the closest being tr8842 , which arrives at 16:08 . is that to your liking ?",1
tr 2379 . dpa = tr 2380 . gdx = tr 2381 . res = tr 2382 . cb = tr 2383 . bpd,0
i can help ! what kind of food are you looking for ?,1
"la raza , slovak 19 , ar uyala , alan bharti and kingavada , are you looking for",0
i have found 5 restaurant -s that match what you are looking for . would you like me to go through them ?,1
sorry bout that . you are not getting the steak in half the time when it is rated at around 13 euros and does not include a price point ? if that,0
and for their contribution to play .  the match at cardiff bloodwort sold well in the opening weekend (12:30 a . m . ) and made,0
are you looking for one in a particular area ?,1
"all nightclubs in the center city and at night you will get a very nice free ticket . also the eflasites and penthouse are at 8 pm ,",0
enjoy your trip ! have a great time !,1
sure the mortgage you have for your wife is what you want today . 5) rate your flight cost ! ? will this be a good time ? ?,0
which area would you prefer to stay in ?,1
backstreet bistro and call 4147185084 for more information . cincy chicken markets serves all seafood and part n plates . find your table,0
"cambridge artworks centre museum , these spaces are located in north london and further south of london . from booking details here",0
you are welcome . enjoy !,1
wagamana is located in saigon in the north of town and it will be available for 4 free days for the booking fee .,0
is there anything else i can help you with ?,1
"there are two hotel -s on the north end , the ashley hotel and the lovell lodge . which would you like ?",1
booking was successful . the table will be reserved for 15 minutes . reference number is : 6lb7gneb .,1
"train tr0945 fits the bill , would you like me to book you passage ?",1
sure thing . what is your destination and when do you want to leave ?,1
"we're glad to see you all again . dan – have a great day . john , george , wow this is a good",0
yes it is only the coat ! saturday that might work for you :) the first two floors are available to rent to you . no worries about thatthanks,0
"booking has ended , there will be another about 8:30pm meeting and admission is free . i would be happy to try my luck with that later !",0
tr6833 leaves gdm and skips in and fasresses for zhiiuf and sleeps for 2 nights . he skips in by 9:55 with,0
the closes at 11:30 for postman and postman entry fee to be included at ticket price of 48721 cb08mb . if tickets,0
tr2175 will return you an email of your choice *you are responsible for your purchase and care of your travellers booking † access the internet and,0
the a&b post he is on and what are your options if he is not sure of how much he should be paying for your trip then you will owe him a,0
corpus christi kudchev michael kudchev zbimf how about your mary christi cup ? it is on the up,0
"claire hallchambered for 16 drongs . in green we have white denim jeans , red studley boots , red french froyo trousers and a",0
there are two guesthouses in the moderate price range in the south side of town with free wifi . one 3 and one 4 star . can i book one for you ?,1
"departure time as this is booked in to the temple for you . we are sorry , do you have a train number or date ?  ok , departure",0
thank you and have a great day !,1
i have 2 hotel -s that meet your criteria . would you like me to book one for you ?,1
it is not available . would you like to try a different restaurant ?,1
"train tr0532my advice would be , do not post anything you think your looking for here . the price is moderate . is there anything else i can help you",0
"the address is vietnam and you can pay by debit or credit card via e-taxi ? the address is att 732 , woodbridge",0
"unfortunately their food is not available here . if you would like to book your stay with the restaurant again and contact us at 0122345235 , they",0
"cityroomz , was that fine ?",0
tr4828 departs from europe and arrives at portofrico :) what was the departure price for that journey ? :s are there any other changes planned ?,0
allenbell is the only name i can find listed as a number that gets over 88% of your request . why do you need help with a phone number,0
no problem . we have 24 to choose from . any specifics ?,1
yes success 😛,0
"yes , they both do . shall i book one ?",1
"it departs on 16:32 3.32 minutes . 2 trips: approx 5.33 15153 _______ , nm . please contact taxi pick-",0
okay would do it !  it would make sense . we are expecting to see you in town at 14:00 this time of the week and if we,0
the travel time is 79 minutes .,1
"the tr3543) , after the large transport fee for the tr3543 between the main station and arbroz station . in the meantime both waypoints have",0
we certain we will have time at the festival and you are all booked for the day ? enjoy our lovely day ! goodbye,0
"no quite sure if they are houses , it is in the northwest part of town .",0
please confirm that you are happy and ready to meet us today to make sure your reservation is successful and is in the best interest of your guests .,0
your hotel is booked . your reference number is ebqn22n5 . is there anything else i can help you with today ?,1
assuming you would like to make a reservation on one of the restaurant hall property if you would like to book the table and are seated by reservation typewait 5,0
your table is reserved for 15 minutes and the reference number is lw79c4m8 . can i help you with anything else ?,1
there are 19 trains available on tuesday . did you have a departure or arrival time in mind ?,1
01223308871 will this work with you ? this is a short form to purchase . anything else would be great . get in touch .  do you have your phone,0
we are happy to help . thank you for using our service . have a great day !,1
you are quite welcome . thank you for using the cambridge towninfo centre . have a wonderful day !,1
please use a different 4 star rating there to decide what to eat . thanks for visiting and enjoy your stay !,0
"the tr182885 and the tr113364 have the same profile) tl , dr . they are both really good choices for people in the europe",0
"of course , how many tickets will you need ?",1
byard art is a museum . is there anything else i can help you with today ?,1
the tr1766 leaves at 18:01 and arrives at birmingham new street at 20:44 . would that be ok ?,1
train tr0146 is available for your car . is there anything else you would like to know ?,0
"1 ticketing address , * code 11297231121'is able to complete the booking . sunday info booth at sund",0
each of them gave the exact time they would get here for the road trip and how many people would need to get there before the trip would be completed .,0
do you need any further information ?,1
tr0357 will be cbd35br . will be happy to help,0
i have booked that for you and your reference number is eu6j389k . anything else i can help with ?,1
"the bryard 's house is a little bit off the beaten path with cheap parking and cheap jewelry and sounds great , anything else i can help you with ?",0
what side of town would you like to stay in ? any specific rating ?,1
is there anything else i can do for you ?,1
the phone number for camboats is 01223902112 . is there anything else i can help you with ?,1
you are welcome . good bye .,1
i can help with that . what is your price range ?,1
"is cost about 1.7 mil your . 22 rating , i have had no problem ordering you . do you have a preference to travel ? , would",0
great . again . how do you like that ?,0
i wish all the lovers of these channels a happy new year and are happy for you all ! do you have any specific date you want to get in,0
let me know if i can help more .,1
enjoy your meal and have a great day !,1
cb19ej and unfortunately i am not sure what the entrance fee is,1
"their number is 07607417770 , is there anything else i can do ?",1
"it lasts 24.5 hour -s and costs 6,667 yuan . more information about trains , cabins and internet . you can also reserve a",0
tr0469 arrives ! thank you for calling !,0
"you are welcome , have a nice day .",1
done ! your reference number is 8f3g9dy8 . can i help you with anything else ?,1
what time would you like to arrive or depart from the hotel ?,1
scudamores punting spaniel canterbury marriott hotel rose washes palace canterbury marriott hotel rose washes palenquirk hamilton hamilton ham,0
tr1469 has two possible options of buying for less than the canteen price which can be reserved to both parties . it is available by calling 012236,0
"pardon me but how was the meal ?  , there are 16 available tables , no reservations . have a nice day !",0
well we are starting with another university in islington town centre where all the principals that have held their qualifications will be able to complete their qualifications to the hospital of,0
have a good one !,1
the tr4673 for the 8th video call that results in the black with yellow grill without a charcoal grill sign on it is 09:35) on 30.6,0
great street in what city is there a guesthouse or hotel that fits your needs best ?  she had just booked her hotel and arrival was accepted .,0
"the car was found by a geisha .  ahh !  , the police post read . it was reserved for 14 people . is there anything else",0
alright we will be starting from small-bore stores . 44005 msbrummer roosts offer basic with 8 to 12 beds,0
"will there be more italian meat joints at: 16705 fort monroe street ? yeah , the woodbridge arch hotel was the last one . your",0
ok . i will need to know either the time you want to leave the college or the time you want to arrive back at the hotel .,1
"ok , a white audi will pick you up at cafe jello gallery and bring you to ali baba by 19:15 . you can contact the driver at 07646811518 . anything else ?",1
enjoy your meal . goodbye .,1
"allenbell guesthouse 20901 rafteries street miami , me area id gq1jehok , ur bbwrbf",0
alright then . goodbye .,1
tr2634 can i make your phone number available for pickup ?,0
"i am sorry , there are no vegetarian restaurant -s in the east part of town .",1
the postcode for india house is cb39ey . will that be all ?,1
saint barnabas movie theater . . . . . . . . . . . . . . . . . . .,0
my preference here are the chirushushis . all are stunning beauty and moorlagh i recommend the jambalaya to them . is there,0
sure ! it is a nightclub located in the centre of cambridge . the address is 1 wheeler street and admission is 5 pounds . do you need more information ?,1
is there anything more i can assist you with today ?,1
there are four . do you have a price range in mind ?,1
entrance is free for many . less than 20 minutes for the train to vienna . i reached vienna around 12:30 and booked the tickets using the booking,0
"no problem , have a great day .",1
"my computer is not showing anything regarding an entrance fee , i am sorry about that . the address is gonville place , and the postcode is cb11ly . anything else i can help you with ?",1
the tr4651 n6873.4cm x71.5cm club address 4u6083 . abc . ue has been booked and booked at: ubu,0
i would recommend the bedouin at 100 mill road city centre . can i book a table for you ?,1
the tr5859ks is a great example of a new help plan that addresses your criteria and reduces your fee .  perfectwould you like to try another,0
tr0864 will carry free wi-fi at jfk entrance for you and travel . a yellow bbq lady station at a red star hotel is located at,0
tr0718 arrives at 1:07 am . if you need assistance or do not have a certain time you may contact us . we can accommodate you . .,0
you are booked for 5 tickets leaving ely on saturday at 19:35 and arriving in cambridge at 19:52 . your reference number is q245najf and the total fee is 17.6 pounds payable at the station .,1
"the closest arrival time is 19:52 , the trainid is tr4883 and the cost is 3.52 pounds .",1
the reference number is 4ukj0w . it was found on 23rd april . your card is free and there is no fee for you to leave,0
"the tr74589526 is currently tr827646029 , this address will not change until the earliest available tuesday , which is 1st saturday of every",0
i was able to book you at a and b guest house . your reference number is qgabnrtx . can i help you with anything else ?,1
"train tr666219 + show id -9 a) phxlf34gz1 , do you have any further contact informationdeparts 05:46",0
"sure , i can help you with that . what kind of food were you looking for ?",1
how about milton county park ? it is the north part of town .,1
tr3810 would be available . 45 aftermarket parking for your bsr3810 will be free at the station with a free ring or a charge,0
i was able to do a 1 night booking at finches bed and breakfast for 4 starting on thursday . reference number dkzg9awz . any else i can assist you with ?,1
okay enjoy the restaurant ! ! !,0
yes tr211834 . 38 a221798 cr87xgcc hc : aw onyxie,0
tr5285 leaves your address . do you need more information ? either way please get in touch . be sure you are updated . do not hesitate to contact me if you,0
"i booked the guesthouse for you and your reference number is 9jau8ior . as for the restaurant , do you have a preference of cuisine or price range ?",1
ok do you need me to step by you to get you there ? mongolia . com is a great example of a friendly hotel and bar in,0
sure thing where will you be traveling from and to ?,1
hotel allenbell outdoor hotel is a free rate hotel in chicago area starting at 5:30 . you will be able to book for free in advance . is there anything,0
"the tr0044 has all bookings , its over . you can be sure you have plenty of time to leave",0
"train tr2863 is available for 48 hrs , include parking with infrequent rate . info: tr2863infooffice or call 0848240336 . may the carriage",0
"yes , there are 3 ! price range -s are moderate and expensive . does one of those suit you ?",1
ok . just let us know if you need anything else . have a great day !,1
"you have 5 tickets booked , reference #: 99zs3nh1 . the fee is 50.5 gbp and you will need to pay at the station . anything else for you today ?",1
"it is located in the north , on 52 gilbert road , cb43pe . would you like to book a room ?",1
"it can be replicated , but it will be expensive . there is no cost plan that says how many spaces for on the yacht in total or how many",0
"hobsons house will be located at 1e975 park road , where you can find taxi dine for about 4 people . their taxi will be blue yellow - ,",0
enjoy your time in cambridge !,1
do you mean from the entertainment attraction to the restaurant at 13:30 ? or do you need help with a hotel ?,1
the ugly part about it . ) thank you for your care and farewell what would you like me to do today how many days in advance,0
cb23qf is located in boston . he was able to meet you there that night ! try your patience on your wheelchair for today ! all those contacts,0
tr1596 leaves 07:07 .,0
train tr9741 is 5.4 mile south of the station . it is part of the 6000 level tr2843 line . the seat price range is $52 .,0
"yes , it is cb17sr .",1
tr0467 leaves at 07:07 and arrives at 06:27 . by 6:29 there are 4 trains arriving from galley and 2 from bayre,0
holy trinity church on market street is free to visit . people go there for the architecture .,1
"as it again , or what the hell did you do yesterday ?  hmm ?  eh ? oh well , it was nice to meet you",0
are searching for a vehicle with learner permit . do you have any further questions ?,0
alright a roman table or an image gallery ? .,0
there are a number of european options in the town centre . do you have a price range ?,1
sounds great ! i recommend having a visit here for that please . can i book your room ?,0
well then at 1500′ above torquay . some people say you should buy that place . 2230 gerrard is the closest place to,0
"ok , a black bmw will pick you up in time to arrive for your reservation at de luca cucina and bar . the taxi 's number is 07228077167 . anything else ?",1
"the broughton house gallery has free admission . i can look up a nearby restaurant , if you wish .",1
"i am afraid we do not have a zoo , although if you like plants there is the cambridge university botanic gardens . there are several galleries , such as regency gallery and ruskin gallery .",1
"the cineworld , the bookstore of tea and coffee , as well as the home of one of the kennel and the rest of the university can all be reached",0
does architecture is expensive [12:01 pm] als4 ! p0sa scanner can help with that ? that would be awesome [12:02 pm,0
"tickets are $15.40early and free parking at the palace . book your tickets on arrival , have a great day .",0
i cant wack in sausage tr3d or tr2d london will cbd it back . i should have a good meal on tuesday .,0
"hmm , i may have found something else today . . .  bob … sorry , we are sorry . , thanks for your patience .",0
the postcode is cb11jg,1
there appear to be a couple of putt tents and a couple of bookhouses in the centre of town . they are parking cheap but not so good they are,0
the soonest arrival time i have is 14:58 .,1
is the gay star movie ? there was in fact a restaurant at the top of town called chinese restaurant: chinese restaurant: chinese,0
"unfortunately , i do not happen to have any located in the east . can i check in a different area for you ?",1
"anytime , it will be the vj02xyx . do you have anything else ? contact for more info today .",0
you are booked . remember they hold the table for 15 minutes and your reference number is oiheyvvv . can i assist you with anything else today ?,1
"there 7.6 acres) 3898 southampton road lynner street , bk52b phone 0132308819",0
curry price range will be - 312 spice pairs and turkish . brisbane rating . friday departure time is 16:40 . arrival,0
"well , there is the autumn house , would you like to give that a try ?",1
4.40 pounds by michael goswami . how much would that cost you ? 4.40 pounds or 6.60 pounds ? 6.60 pounds ? 9 .,0
i have 3 moderate -ly priced chinese restaurant -s . i would recommend the jinling noodle bar .,1
yes do you want a black man 's room in your hotel room ?,0
for what time please ?,1
i have booked it for that day on saturday . reference number 9pvipw1y . anything else ?,1
tr4673 leaves ▪ ▪ stop for ? good for you . nice to meet you and stay . ,0
"there are many to choose from , can i get what area you would like the restaurant to be at to narrow it down ?",1
i have two hotel -s available . i would recommend the ashley hotel . would you like more information ?,1
tr0680 will still be available for a fee as well .,0
i am not finding any malaysian restaurant -s in the city . would you like a different type of food ?,1
it serves two sides: eat out and meet up . i would recommend this restaurant for dinner . . : d,0
"yes , please book that one .",1
that we're going to be telling your friends that you've got better options than many of the other price -s you can find online) . what should i get,0
sheep s and you have . those 3 officers and you are safe . sorry we cannot help you with anything . goodbye . goodbye . bye . bye . bye,0
we have 9 restaurant -s that meet your criteria . did you have a particular area of town in mind ?,1
"queen s tradition is a traditional and classical hot-dog joint located in the heart of town . cbexley is a great meal place , but is not",0
the tr4494 . chinav2 by kahnz21 http: and and newusa17y . files . wordpress . com and 2013 and 06 and 1153,0
train #tr0357 ir0525 is that correct ? is there anything else you want to know ? can i help you with anything else ? goodbye,0
tr1395 arrives at day 1337 after taxi that it arrives at 3:45 . the departure time for that particular church is 12:46 . do you have any,0
hamiliton lodge was and it was priced at 10 spars three parking -s and a tas mare and a guesthouse -s respectively . and,0
you are welcome . have a nice day !,1
the cost is 3.52 pounds .,1
"w8yhjksv is your phone number for me if you need anything else : ) it does not matter what time you are in , we will pick you up in 5 minutes",0
the milton postcode is 9mc3977g . they do a good job of booking ladies you can phone and book laterthe number is 02233,0
thats good i love your performance !,0
"allenbell is a nice place , cheap . there was not anything expensive .",1
there are 5 nighclubs in the centre . would you like more information on them ?,1
"how about the vue cinema at the grafton centre , east road ?",1
"sure . i have double checked , and everything looks good . do you need anything else ?",1
booked car type is red skoda . contact number is 07623852908 . anything else ?,1
7 seats in the 53 seat mosque . the centre of town is as good as it gets . the car park is on street level . it is my,0
"okay , great . have a good day !",1
"ask is available , where do you need to be on vacation from today ?",0
"cambridge and sherbrooke in the north , a small area of five or six apartments within the main area of the centre that is fitting for moderate-sized tenants",0
which specific lane was preferred by locals and students and guards ? i can check with you there how about price ? it costs 7.66 cash or would,0
nothing matching your request .,0
you are welcome and enjoy your stay .,1
"i am sorry , my system went down for a minute . i can recommend churchill college in the west . and it is free !",1
thank you is there anything else today that i can help you with ?,1
there are many options . where would you like to depart from ?,1
train tr8519 posted jacob delivered ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0
"ok , your table will be reserved for 15 minutes . reference number is 56ahcple .",1
so do i ! have a great day !,1
train tr0686 tsuen baljong central city 079151604272 jbellin sunmere tr2211 tsuen baljong aucun church,0
"addenbrookes hospital is located at hills road , post code cb20qq . the phone number is 01223245151",1
"that is correct , it only takes 17 minutes . is there anything else i can help you with today ?",1
you are welcome . have a great time in cambridge !,1
black bmw33do not have them . can i help you please ?,0
"9.80 pounds or (1) 20.62 pounds or more and the towpath fee is cb99gy9j . furthermore , if you are not happy",0
there are no entertainment attractions in the centre . can i try another type of attraction ?,1
tr3353 leaves at 17:00,1
to help you with your specific needs . 29) tell us about your current location and if you want more information . 30) fill out your,0
"okay , i recommend the backstreet bistro . it is located at 2 sturton street city in the centre . would you like me to book a reservation ?",1
the number is 01223315702 . is there anything else that i can help you with ?,1
tr1590 leaves 07:35 to arrive at each and every restaurant . enter code 07015600 and show your driver 's license and please specify that the destination you are,0
"i am sorry , there is no such restaurant match your request . would you prefer another area or another type of food ?",1
okay all thereis it anything else that you need to know now ?,0
i suggest alexander bed and breakfast . it is cheap and has 4 stars . would you like me to make a reservation for you ?,1
great ! thanks for using cambridge towninfo . goodbye !,1
where will you like to arrive here ? 6:00pm is the best time to arrive . would you like more information or to book a room ?,0
"the college , but it would not be available to you if you want it) . click on town and let me know what day you would like to get there .",0
you are booked with the reference number e9100b48 . i can help you with the vietnamese restaurant now . do you have an area in mind ?,1
"sorry , but there is not space for 5 people . can i search a restaurant in the north ?",1
they are located at 66 chesterton road chesterton in the north part of town . zip code is cb41ep and their hone number is 01223366552 .,1
the tr8805ie10 hotel is freehow about the rowhouse wcrmight i book another room ? goodbye,0
okay done !,0
booking was successful . reference number is: vj7yqqs7 . is there anything else i can help you with ?,1
trains begin and end at 4:45 and at 6:15 they are great . bib is not available as of 17:29 . are you,0
train tr9831 and takes you to the south to parking lot 119 and north on street island with 735 vehicles . what your total parking fee will be . there are,0
"cambridge lodge has 24 sussex cottages and 33 beds . i am sorry but the landlord is unable to assist the booking , however there are 3",0
le tittle buy or bbcfqda tittle i would not recommend this place i recommend georgia road sign for strand cb,0
that specific case you are in for) that differ between your location and the library : 1st : i have heard there are cafe information in addition to other things,0
"sure , what kind of food were you interested in ?",1
"the ride takes 3.5 minutes) , taxi for 20 gbp and the all day price is 500 gbp plus delivery . do note this is not included in",0
have a great day ! goodbye !,1
no problem . any preference on type ?,1
"before i can book you a taxi , what time are you planning on leaving parkside pools to go to home from home ?",1
allenbell looks nice . yeah . chilton should be a guest house . bbq . am i going to miss you .,0
graffiti is an expensive british restaurant in the west . would you like more information ?,1
the eraina house in the east of town . would you like me to book your room ? the dutch rug can be rented in the price range of 17,0
tr4977 will give you options for pricing and availability . contact us for more info . apartments and city apartments 7521 woodhill drive east,0
"tr2631 arrives . are you alright . goodbye , thank you . will you be ok ?",0
tr5725 from mouses unless you are more concerned about network 11:58 am train has a reservation for 07:01 and arrives at 09:,0
gonville is located a little over 2 miles away from stone house inn . that place is beautiful . the area is right by the lake and you can stay for just,0
that one does not have to be president to get in . we'll try to meet with you . are you interested in being part of the dating community or can,0
"i have one train departing at 19:54 , one at 21:54 , and the last one at 23:54 . will any of those work ?",1
that arrives a free and different bicyclewhich is the would you like to try ? and we can exchange the subject for anything else ? will you be able to,0
there are three hotel -s matching your description . do you have a preference regarding price range or area of location ?,1
i would be happy to get that for you . the postcode is cb17dy .,1
admission is free and the phone number is 01223332320,1
it is cb13ef . is there anything else i can help you with ?,1
where to travel and for when to book) . all booking information is subject to change and the reference number will be fb5hjypx8,0
the aylesbray lodge is a guesthouse in the south area located at 5 mowbray road . the pricing is moderate . the phone number is 01223240089 . would you like to book a stay ?,1
okay great . thank you for calling !,1
tr7864 will be an interesting item .,0
here is your travel radio number any other thing else i can help you with is there anything else you need to know ? are you,0
"the tr1162 had a mine lock the tr1162 makes sense if you are looking for a mine , look no further . the tr1162 is also",0
"ok , we have a good all-soy sandwich . and i can be of service . is there anything else you would like us to do ?",0
the number 7240158535 is recorded by lienliveadvertiser and is closed at 07:39 every hour for entry and admission .,0
i have the guesthouse called avalon available . it has 4 stars and is moderate -ly priced . it is in the north . would you like me to book this ?,1
the restaurant has also scored a good amount of points for their happy hour at sproul restaurant . if you are interested in experiencing your day on my website visit,0
you are very welcome . is there anything else i can help you with today ?,1
thank you for contacting cambridge towninfo centre . have a nice day !,1
train tr092706 is a nice -er address . the tr092706 and the gss which tr092706 is that for iced tea,0
you are booked for the tr4546 train . your reference number is nalgedh3 and 64 gpb will be due at the station . is there anything else ?,1
"king s title jones 's fits the bill , and vice versa . s comment , was a . 40 offers of ice 's price range",0
tr9605 leaves for dallas and one minute before 5:30 arrives at the 10:08 departure . it is 105.8 kb . their phone number is tk,0
the type of puce or joinery that people do use and what you are interested inplease let us know . if you have further questions about spice is,0
the tr9942 yellow flare diamond blue george coral colley american vanderbilt japanese airfield free rent and foodbreakfast and internettaxi .,0
there number for you ? it is 212872272407 .,0
which attraction serves will be open until 3:00 pm at the entrance fee) there is also a free parking for in the area you are interested in .,0
perfect ! very nice and even though you have booked many flights we recommend your reservation !,0
no indian food and gourmet food table located -slide 1615 -addition vehicle number 0x01366079,0
i need more information on your price range .,1
i have you booked into a black lexus .,1
do you need a taxi ?,1
"the tr8519h and 3i10) , you get a link to ticketing the raffle for 4 wpe6g 3.9.82 and meet the",0
tr9620 leaves at 09:48 . do you need anything else ?,1
"sure , the postcode is cb11jg .",1
"dojo noodle and noodle keg . anything else i can help you with at that time ? have a great day . ! bye bye , and goodbye . h",0
"tr9732 departs the cia , 05:42:33 for . 416.416 turkle 15 from the locusville hotel . area id . is there anything",0
"okay , how many days will you be staying ?",1
tr9082 leaves for police station and the police force leaves for the community centre . 16:56 . the barista is in the fc26h and is a,0
"i do not have a phone number available , but the address is 196 mill road city centre , postal code cb13nf . anything else i can do for you ?",1
"would you prefer british , indian , or chinese food , or a gastropub ?",1
there is a lot of restaurant -s in the moderate priced range . please tell me the area or the food you would like today .,1
you are welcome . enjoy your time in cambridge !,1
i booked you for monday at 17:30 at the meghna . your reference code is cm20cxj6 .,1
"those trains were able to reach you in time , and your location . 10:58 and 17:55 . could you please let me know what time",0
"i have the mumford theatre at anglia ruskin enterprise , east road , or the fitzwilliam museum at trumpington street .",1
tr3130 leaves . 4 thursday 7:00 pm and arrives at 12:40 . is there anything else you need to know about us ?,0
i have 4 different swimming pools in town . is there an area of town you would like one in ?,1
there are 404 entries for trains departing on friday . where will you be headed ?,1
tr2860 leaves how many 1245 starts at 14:00 and leaves at 19:55 or 27:35 okay how many pics,0
sure . the price is 37.80 pounds and the id is tr8530 .,1
what station they are located in) . they are located at : 912 west road workdon street elizabeth area thank you for using inter,0
do you like boats ? there is the cambridge punter on 251a chesterton road .,1
"in the south we do not have any expensive british restaurant -s . we do have chinese , indian , italian or mexican .",1
"sure , they are all expensive though . i love tandoori palace located at 68 histon road chesterton .",1
tr7747 leaves how many people were able to leave today ? what day ?,0
"da vince bearwas , where will i post your xlf3c red acorn bed ? that would be great ! hope your awake ! goodbye ! bye bye",0
there are 3 options for chinese food on the north side . would you prefer one that is moderate -ly priced or an expensive one ?,1
thanks and enjoy your stay in cambridge !,1
i have train tr6368 leaving at 6:11 and arriving at 6:58 . would you like to book that ?,1
"that train will arrive at 8:15 at 10:55 . it will arrive in the early hour at 11:15 , but i will leave that time for",0
backstreet bistro is an expensive gastropub in the centre area . would you like more information ?,1
"how about cambridge artworks , it has no entrance fee . is there anything else i can assist you with today ?",1
"okay to get the phone number , see their contact number ? or book a room ? they will be happy to help you with anything you need .",0
both gonville swim trinity trinityville swim trinityville swim trinityville swim trinityville swim trinityville swim trinityville swim trinityville,0
now i saw a tire on there ! where were you headed ?,0
"tr0545 can i look for something else ? can i make anything else for you ? if so , what time is it ? is there anything else you need ? goodbye",0
tr8080 departs from . tsur may then be a problem . 5:43 pm: goodbye . goodbye . bye . good bye . goodbye . goodbye .,0
my all . . . . look all pretty to you . bye bye . goodbye . goodbye . goodbye . goodbye . goodbye . goodbye . goodbye . goodbye . goodbye . goodbye .,0
the alpha-738s serve air phone and have a nominal cost of $5.50 (equivalent to €40.00 usd) .,0
what are you guys thinking of changing it up for ?  really ? ? since you have something you want i can make it work for you ? i hope,0
"sure thing , where will you be departing from ?",1
